Name,Position,Swim,SwimBike,Bike,BikeRun,Run,Final,Gender,Division
Derick Mefford,772,1:19:31,00:05:39,5:47:11,00:07:51,5:16:44,12:36:56,M,45-49

Khon Truong,773,1:26:53,00:05:38,5:39:03,00:06:36,5:18:53,12:37:04,M,50-54

Tony Chu,774,1:11:04,00:06:04,6:01:52,00:06:02,5:12:02,12:37:04,M,45-49

David Corso,775,1:19:04,00:07:31,5:49:27,00:05:35,5:15:27,12:37:04,M,55-59

Angie Mullennix,776,1:32:41,00:11:36,6:02:53,00:10:15,4:39:45,12:37:09,F,40-44

Gene Kelly,777,1:47:47,00:17:35,5:48:48,00:13:25,4:29:49,12:37:24,M,50-54

Michael Lelievre,778,1:18:34,00:11:46,5:47:41,00:13:17,5:06:08,12:37:26,M,50-54

Barbara Naef,779,1:04:03,00:05:38,6:01:43,00:07:54,5:18:22,12:37:40,F,45-49

Jason Carver,780,1:13:39,00:08:09,5:54:37,00:09:26,5:11:59,12:37:51,M,45-49

Peter Russell,781,1:12:31,00:15:20,6:16:35,00:15:18,4:38:13,12:37:56,M,45-49

Seth Cook,782,1:24:59,00:12:32,6:08:11,00:14:03,4:38:17,12:38:03,M,18-24

Sergio Fernando Conde,783,1:20:59,00:09:18,5:31:16,00:08:11,5:28:19,12:38:03,M,45-49

Jose Barrera,784,1:19:30,00:06:59,5:56:18,00:07:33,5:07:59,12:38:19,M,50-54

Julie Zdorov,785,1:21:57,00:06:32,6:03:44,00:07:43,4:58:49,12:38:45,F,40-44

Gabriella Goris,786,1:10:01,00:10:24,6:21:08,00:11:11,4:46:31,12:39:15,F,18-24

Damien Martinez Coro,787,1:24:13,00:10:12,6:09:54,00:12:36,4:42:32,12:39:27,M,35-39

Haykel Valverde,788,1:23:12,00:06:26,5:52:19,00:11:13,5:06:22,12:39:32,M,45-49

Brandon Barker,789,1:15:04,00:07:48,5:55:39,00:09:59,5:11:08,12:39:39,M,45-49

Jonathan Ysmael Gamino Anguiano,790,1:40:57,00:08:21,5:52:09,00:07:21,4:51:02,12:39:50,M,35-39

Florence Binet,791,1:34:16,00:10:37,6:02:21,00:13:00,4:39:36,12:39:50,F,50-54

Craig Watson,792,1:45:10,00:08:40,5:55:24,00:08:33,4:42:15,12:40:02,M,50-54

Larry Black,793,1:00:24,00:10:19,5:57:30,00:11:52,5:19:57,12:40:03,M,65-69

Johan Lindebrink,794,1:20:44,00:05:44,5:07:51,00:08:59,5:56:57,12:40:16,M,35-39

Graham Van Horn,795,1:10:09,00:11:50,6:37:07,00:09:03,4:32:14,12:40:22,M,40-44

Gary Martin,796,1:28:07,00:07:09,5:54:18,00:07:36,5:03:19,12:40:29,M,50-54

Joaquin Rodriguez,797,1:17:08,00:06:53,5:45:18,00:09:15,5:21:57,12:40:31,M,30-34

Millad Mortazavi,798,1:28:13,00:13:44,6:04:59,00:09:52,4:43:58,12:40:46,M,30-34

Reid Donakey,799,1:15:16,00:06:12,5:52:11,00:07:44,5:19:30,12:40:53,M,25-29

Vincent Dudziak,800,1:27:47,00:08:32,6:12:39,00:10:43,4:41:43,12:41:24,M,55-59

Alicia Collier,801,00:58:53,00:05:48,5:51:48,00:08:59,5:36:02,12:41:29,F,30-34

Sean Feeney,802,1:42:28,00:13:04,5:40:50,00:13:39,4:51:30,12:41:31,M,25-29

Drew Burkhalter,803,1:18:42,00:10:05,5:53:14,00:09:19,5:10:26,12:41:47,M,35-39

Sy Teravest,804,1:06:38,00:07:48,5:54:15,00:12:17,5:20:54,12:41:53,M,25-29

Alexandru Frumusanu,805,1:15:53,00:07:08,6:15:41,00:07:26,4:55:50,12:41:57,M,50-54

Jeff Van Sickle,806,1:21:31,00:08:43,5:28:22,00:11:42,5:31:54,12:42:11,M,45-49

Jessica Rummery,807,1:21:08,00:07:11,5:53:14,00:08:31,5:12:19,12:42:23,F,35-39

Gregory Borenstein,808,1:21:04,00:09:09,6:03:53,00:05:42,5:02:37,12:42:25,M,35-39

Guillaume Penel,809,1:07:46,00:08:14,5:27:30,00:11:15,5:47:44,12:42:29,M,45-49

Erika Graziani,810,1:27:51,00:10:27,6:04:48,00:09:03,4:50:23,12:42:31,F,45-49

Raul Salazar,811,1:31:07,00:09:47,6:19:05,00:06:43,4:35:58,12:42:40,M,55-59

Summer Miller,812,1:12:58,00:05:28,6:01:31,00:08:39,5:14:11,12:42:47,F,50-54

EDUARDO GONZALEZ,813,1:15:21,00:12:01,6:10:40,00:14:35,4:50:18,12:42:55,M,50-54

Amy Barker,814,1:31:00,00:05:32,6:01:06,00:05:15,5:00:25,12:43:17,F,40-44

Jesus Robles,815,1:33:00,00:08:36,6:18:39,00:10:40,4:32:40,12:43:36,M,45-49

Hashem Alharbi,816,1:32:39,00:07:40,5:46:17,00:10:09,5:06:50,12:43:36,M,45-49

Edmundo Villalva Lijo,817,1:32:09,00:09:56,6:35:17,00:15:36,4:10:44,12:43:42,M,18-24

Jared Cordon,818,1:27:39,00:12:20,6:14:10,00:11:31,4:38:35,12:44:15,M,40-44

Christopher Richmond,819,1:16:07,00:07:30,6:13:43,00:09:22,4:57:42,12:44:24,M,35-39

Andrew Matthews,820,1:42:27,00:14:12,6:13:24,00:14:24,4:20:04,12:44:32,M,30-34

Julius Fuentebella,821,1:24:31,00:13:17,5:58:21,00:10:07,4:58:21,12:44:36,M,50-54

Taylor Adams,822,1:16:12,00:07:31,6:32:59,00:09:35,4:38:26,12:44:44,M,40-44

Chris Keller,823,1:29:46,00:09:08,6:01:00,00:11:26,4:53:26,12:44:47,M,45-49

Pablo Arriaga,824,2:23:11,00:10:10,5:48:43,00:06:44,4:16:00,12:44:48,M,45-49

Mike Brumund,825,1:03:47,00:07:16,5:52:42,00:08:50,5:32:26,12:45:02,M,50-54

Carolina Quiroga,826,1:22:18,00:07:39,5:52:52,00:08:06,5:14:12,12:45:08,F,45-49

Benjamin Lang,827,1:07:04,00:09:09,5:55:51,00:08:10,5:25:27,12:45:42,M,30-34

Mike Foulds,828,1:22:39,00:06:39,5:40:48,00:07:18,5:28:27,12:45:51,M,40-44

Sonia Soprenuk,829,1:36:28,00:09:48,6:29:30,00:08:29,4:21:49,12:46:04,F,60-64

Gavin Cumming,830,1:21:19,00:07:57,6:22:52,00:07:26,4:46:45,12:46:19,M,30-34

Marian Fairlie,831,1:30:38,00:08:27,6:16:56,00:11:09,4:39:25,12:46:35,F,45-49

Marcos De Alba Rosano,832,1:18:29,00:09:35,6:15:28,00:16:50,4:46:51,12:47:13,M,50-54

Fraser Ritchie,833,1:35:24,00:05:50,6:29:09,00:09:59,4:26:52,12:47:14,M,25-29

Arthur Halttunen,834,1:05:23,00:06:18,6:05:15,00:06:46,5:24:11,12:47:53,M,70-74

Christopher Morris,835,1:10:37,00:10:00,6:25:34,00:11:30,4:50:27,12:48:07,M,30-34

Ivan Peña,836,1:23:32,00:09:25,6:09:59,00:09:08,4:56:22,12:48:25,M,40-44

Alejandro Primera Navarro,837,1:31:21,00:12:44,6:24:19,00:10:55,4:29:07,12:48:26,M,40-44

Andy Funk,838,1:25:52,00:04:03,5:09:45,00:05:43,6:03:18,12:48:42,M,45-49

Matthew Crismore,839,1:11:47,00:11:44,6:28:31,00:13:19,4:44:26,12:49:47,M,40-44

Lance Amy,840,1:33:29,00:09:57,6:13:33,00:13:40,4:39:22,12:50:02,M,40-44

Brandon Bass,841,1:49:19,00:08:12,6:01:36,00:09:15,4:41:40,12:50:02,M,40-44

Steve Mayberry,842,1:34:55,00:08:24,5:35:32,00:09:21,5:21:52,12:50:04,M,60-64

Quinn Mcbride,843,1:15:27,00:08:40,6:06:20,00:11:42,5:08:02,12:50:11,M,18-24

Omar Rodriguez,844,1:28:33,00:10:08,6:10:21,00:08:03,4:53:19,12:50:25,M,45-49

Fernanda Morganti,845,1:20:01,00:05:14,6:28:22,00:03:01,4:53:52,12:50:30,F,45-49

Brach Schwegman,846,1:14:16,00:12:52,5:44:12,00:14:09,5:25:14,12:50:44,M,30-34

Brittney Champagne,847,1:04:28,00:06:34,5:57:04,00:10:13,5:32:27,12:50:47,F,25-29

Ken Mckinnon,848,1:06:09,00:06:32,4:58:31,00:08:55,6:30:47,12:50:54,M,60-64

Edward Benes,849,1:19:41,00:07:53,6:13:36,00:14:43,4:55:04,12:50:56,M,50-54

Richard Wiscovitch,850,1:21:07,00:08:00,5:39:00,00:06:14,5:36:40,12:51:01,M,55-59

Wuilmer Yalminton Bladimir Espina Ruiz,851,1:23:53,00:09:38,5:57:51,00:13:04,5:06:48,12:51:14,M,45-49

Daniel Goodwin,852,1:09:50,00:07:41,6:30:22,00:11:28,4:51:56,12:51:16,M,35-39

Tyler Burke,853,1:35:40,00:09:28,6:11:21,00:10:27,4:44:27,12:51:22,M,40-44

Diego Carvalho,854,1:33:24,00:11:31,6:00:54,00:09:07,4:56:50,12:51:46,M,30-34

Stuart Shippey,855,1:19:47,00:08:58,6:24:16,00:08:41,4:50:53,12:52:35,M,55-59

Stephen Knight,856,1:10:35,00:06:53,6:28:33,00:08:19,4:58:28,12:52:48,M,35-39

Emily Riley-Saxton,857,1:19:50,00:08:32,6:25:40,00:08:39,4:50:34,12:53:16,F,45-49

Jordan Savage,858,1:03:40,00:04:55,6:48:55,00:13:09,4:42:39,12:53:18,M,18-24

Miguel Covarrubias,859,1:10:20,00:04:49,6:08:20,00:05:29,5:24:29,12:53:27,M,18-24

Nicole Krumrei,860,1:31:20,00:05:42,5:56:13,00:07:44,5:12:29,12:53:28,F,45-49

Kevin Drury,861,1:10:28,00:07:24,5:42:09,00:10:29,5:42:59,12:53:30,M,65-69

Heather Mcarthur,862,1:22:01,00:06:12,5:56:16,00:07:31,5:21:42,12:53:42,F,45-49

Lewis Tsai,863,1:04:28,00:08:17,5:39:05,00:28:57,5:32:59,12:53:46,M,30-34

Cade Hoerner,864,1:23:05,00:10:32,6:24:52,00:12:54,4:42:53,12:54:16,M,30-34

Rudolph Thomas Lll,865,1:41:57,00:18:19,5:46:22,00:10:03,4:57:36,12:54:18,M,50-54

Michael Mcconnell,866,1:17:58,00:09:44,6:06:36,00:12:38,5:07:40,12:54:35,M,50-54

James Frith,867,1:35:11,00:07:24,5:38:55,00:16:20,5:17:02,12:54:53,M,50-54

Sandy Shefchik,868,1:37:53,00:06:26,5:53:08,00:08:03,5:09:47,12:55:18,F,50-54

Jeff Dorrill,869,1:51:28,00:11:06,6:23:07,00:12:00,4:17:43,12:55:24,M,60-64

Christine Valdes,870,1:45:10,00:07:27,6:17:34,00:08:27,4:37:14,12:55:52,F,45-49

Juby Garcia,871,1:32:14,00:06:41,6:19:18,00:07:03,4:50:36,12:55:53,M,35-39

Nazaret Ramirez,872,1:50:20,00:08:31,6:05:19,00:14:55,4:36:51,12:55:55,M,30-34

John Blanchette,873,1:15:55,00:13:31,6:01:42,00:11:38,5:13:10,12:55:56,M,60-64

Mike Wood,874,1:24:29,00:10:49,6:00:05,00:11:33,5:09:07,12:56:03,M,45-49

Kenneth Pettry,875,00:56:14,00:05:16,5:28:12,00:07:36,6:19:43,12:57:01,M,55-59

Kelvin Bush,876,1:22:00,00:09:02,6:23:16,00:08:35,4:54:07,12:57:01,M,40-44

Mark Ciaglia,877,1:20:07,00:08:40,6:34:51,00:07:39,4:45:47,12:57:05,M,45-49

Chrissy Nagel,878,1:15:26,00:10:41,6:27:28,00:12:30,4:51:03,12:57:09,F,35-39

Thomas Hetzel,879,1:02:33,00:07:11,6:45:10,00:12:35,4:50:02,12:57:31,M,25-29

Fernando Moreleon,880,1:33:53,00:06:23,5:34:33,00:08:54,5:34:04,12:57:47,M,50-54

Katrina Hall,881,1:22:39,00:08:56,5:53:34,00:06:26,5:26:24,12:57:58,F,50-54

Brian Wisdom,882,1:28:42,00:10:09,6:13:44,00:06:54,4:58:38,12:58:07,M,45-49

Jere Duhon,883,1:17:02,00:10:56,6:10:09,00:14:05,5:06:04,12:58:16,M,35-39

Suzie Enlow,884,1:16:27,00:08:38,6:09:05,00:10:30,5:13:39,12:58:19,F,60-64

John Harwell,885,1:06:22,00:11:36,5:59:28,00:17:05,5:24:02,12:58:33,M,30-34

Emma Herold,886,1:14:21,00:09:07,6:26:22,00:12:30,4:56:27,12:58:48,F,25-29

Paul Logan,887,1:18:43,00:12:29,6:26:33,00:08:50,4:52:13,12:58:48,M,50-54

Oscar Rafael Nij Velásquez,888,2:10:28,00:08:54,6:08:55,00:09:43,4:21:05,12:59:05,M,50-54

Andrew Siegman,889,1:30:46,00:11:33,6:22:49,00:09:11,4:44:52,12:59:10,M,25-29

Vladimir Naranjo,890,1:32:04,00:11:12,5:53:32,00:09:48,5:12:39,12:59:15,M,50-54

Alexis Ressler,891,1:00:47,00:05:05,5:37:20,00:07:09,6:08:57,12:59:18,F,40-44

Joshua Vasquez,892,1:29:02,00:19:26,6:07:34,00:17:19,4:46:00,12:59:21,M,25-29

Daryl Hattier,893,1:28:35,00:15:07,6:05:36,00:17:29,4:52:55,12:59:43,M,50-54

Monte Hitchcock,894,1:21:32,00:07:15,6:15:53,00:10:45,5:04:35,12:59:59,M,70-74

Steven Kilgore,895,1:20:40,00:08:09,5:40:04,00:08:09,5:43:00,13:00:01,M,45-49

Tyson Butterfield,896,1:13:36,00:05:08,5:47:20,00:06:16,5:47:53,13:00:13,M,18-24

Tom Beckham,897,1:24:58,00:08:01,5:50:45,00:16:07,5:20:29,13:00:20,M,50-54

German Patino,898,1:29:58,00:14:05,6:18:56,00:13:32,4:44:00,13:00:31,M,40-44

Kimberly Ohmes,899,1:21:42,00:07:59,6:25:45,00:07:47,4:57:48,13:01:00,F,50-54

Nick Carroll,900,1:17:41,00:10:46,6:18:31,00:11:44,5:02:28,13:01:09,M,25-29

Andrew Campbell,901,1:34:15,00:11:37,6:44:29,00:11:35,4:19:16,13:01:12,M,45-49

John Petzold,902,1:22:34,00:11:08,6:31:57,00:11:47,4:44:23,13:01:49,M,35-39

Nancy Goodnight,903,1:33:04,00:07:15,6:21:43,00:07:49,4:52:07,13:01:58,F,55-59

Henry Joslin,904,1:30:05,00:10:19,6:10:23,00:14:27,4:56:47,13:02:01,M,35-39

Petey Bingham,905,1:19:43,00:09:40,6:17:19,00:09:38,5:05:53,13:02:13,M,35-39

Camilo Garcia,906,1:04:06,00:05:01,5:17:52,00:05:18,6:30:28,13:02:44,M,45-49

Joseph Lee,907,1:06:31,00:07:56,5:43:00,00:08:15,5:57:01,13:02:44,M,55-59

Madelen Davila,908,1:10:35,00:09:30,6:31:15,00:10:21,5:01:10,13:02:52,F,50-54

Claire Bowen,909,1:26:18,00:07:27,6:30:05,00:07:36,4:51:26,13:02:53,F,30-34

Kevin Harvey,910,1:19:04,00:12:19,6:43:45,00:13:27,4:34:31,13:03:07,M,25-29

Robert Kusenberger,911,1:20:01,00:08:49,5:53:02,00:10:56,5:30:21,13:03:09,M,55-59

John Graham,912,1:34:02,00:08:49,6:10:06,00:11:58,4:58:13,13:03:09,M,50-54

Gregory Petryk,913,1:23:19,00:12:29,6:02:56,00:12:30,5:12:27,13:03:41,M,60-64

Brandon Robertson,914,1:04:32,00:04:56,5:25:26,00:05:57,6:22:54,13:03:45,M,40-44

Nabib Garcia Hirsh,915,1:22:27,00:08:54,6:23:53,00:09:30,4:59:02,13:03:47,M,40-44

Liz Beck,916,1:06:48,00:08:54,6:44:05,00:10:00,4:54:13,13:04:00,F,35-39

Heidi Armonda,917,1:28:53,00:09:38,6:28:51,00:10:54,4:45:50,13:04:06,F,50-54

Joshua Romero,918,1:34:54,00:06:30,6:19:14,00:06:08,4:57:58,13:04:44,M,25-29

Brian Amende,919,1:09:43,00:05:24,6:32:30,00:06:09,5:11:21,13:05:07,M,45-49

Alberto Tanus,920,1:31:37,00:15:49,6:35:18,00:12:44,4:30:38,13:06:06,M,45-49

Jason Kevin Glover,921,1:36:00,00:09:11,6:49:35,00:09:04,4:22:16,13:06:06,M,40-44

Marina Benedetti,922,1:20:11,00:07:35,6:34:02,00:05:58,4:58:39,13:06:24,F,40-44

Suzette Schutze,923,1:12:54,00:06:49,6:29:01,00:07:45,5:10:53,13:07:23,F,55-59

Tybe Mills,924,1:18:16,00:06:38,6:06:20,00:07:35,5:28:34,13:07:23,F,55-59

Romeo Solis,925,1:19:06,00:11:03,6:54:31,00:12:56,4:30:02,13:07:37,M,35-39

Phil Dull,926,1:25:43,00:12:06,6:04:57,00:09:39,5:15:29,13:07:54,M,65-69

Jennifer Wilson,927,1:05:06,00:06:51,6:23:14,00:09:41,5:23:07,13:08:00,F,45-49

Wade Emmert,928,1:28:44,00:11:35,6:14:20,00:08:05,5:05:29,13:08:13,M,50-54

Robert Weinacker Iv,929,1:06:09,00:12:46,5:58:29,00:13:43,5:37:09,13:08:17,M,25-29

Roland Panjaitan,930,2:07:55,00:10:02,5:59:49,00:08:32,4:42:03,13:08:22,M,50-54

Sebastian Sanchez Delope,931,1:15:39,00:11:48,5:45:20,00:11:37,5:44:15,13:08:39,M,18-24

Robert Sanders,932,1:20:35,00:10:30,6:07:09,00:11:31,5:19:01,13:08:46,M,40-44

Jesse Bibbee,933,1:11:59,00:07:44,6:27:06,00:09:14,5:12:58,13:09:01,M,25-29

Brandon Sellers,934,1:13:43,00:06:40,6:30:45,00:08:17,5:10:06,13:09:31,M,25-29

Angel Diamond,935,1:33:35,00:10:43,6:18:38,00:13:04,4:53:31,13:09:32,F,45-49

Gabrielle Gardner,936,1:38:45,00:10:56,6:39:12,00:07:45,4:33:01,13:09:39,F,30-34

Nate Moore,937,1:19:36,00:09:00,6:16:00,00:07:44,5:17:24,13:09:44,M,18-24

Brooks Crawford,938,1:23:27,00:16:57,6:14:23,00:10:41,5:04:27,13:09:54,M,25-29

Britney Mosey,939,1:29:27,00:09:24,6:51:02,00:09:40,4:30:32,13:10:04,F,35-39

William Briggs,940,1:25:30,00:09:44,6:32:00,00:15:42,4:47:32,13:10:29,M,35-39

Amanda Forrester,941,1:14:27,00:06:59,6:42:05,00:08:05,4:58:54,13:10:31,F,30-34

Jameson Fetzer,942,1:05:52,00:07:36,6:11:58,00:08:33,5:36:39,13:10:38,M,40-44

Caleb Johnson,943,1:40:45,00:07:56,6:10:22,00:09:43,5:02:13,13:11:00,M,25-29

Monica Ayala,944,1:24:35,00:10:06,6:14:57,00:16:22,5:05:04,13:11:05,F,50-54

Matt Muller,945,1:11:32,00:16:25,6:08:24,00:18:13,5:16:47,13:11:19,M,25-29

Jeff O'Hare,946,1:31:10,00:09:09,5:52:16,00:09:58,5:28:47,13:11:20,M,55-59

Angela Patino,947,1:27:02,00:06:50,6:17:07,00:10:29,5:10:28,13:11:56,F,45-49

Jennifer Elliott,948,1:18:01,00:08:13,5:51:29,00:08:59,5:45:59,13:12:41,F,35-39

Angel Lizama,949,1:35:25,00:07:57,6:18:22,00:13:33,4:57:45,13:13:02,M,40-44

Henry Tang,950,1:43:46,00:10:30,6:08:37,00:09:40,5:00:44,13:13:16,M,50-54

Christina Gonzalez,951,1:20:14,00:05:13,5:57:29,00:07:37,5:42:45,13:13:18,F,30-34

Harrison Marsland,952,1:10:02,00:06:52,6:25:34,00:07:47,5:23:59,13:14:13,M,25-29

Patricia Shaffer,953,1:31:32,00:09:28,6:49:18,00:10:10,4:33:51,13:14:19,F,45-49

Magdalena Petryk,954,1:40:24,00:09:47,6:22:33,00:11:20,4:50:18,13:14:21,F,60-64

John Barr,955,1:24:11,00:11:01,6:09:54,00:10:38,5:18:44,13:14:28,M,50-54

Angel Rios,956,1:27:45,00:08:07,5:34:24,00:11:24,5:53:01,13:14:40,M,40-44

Ievgen Tkachenko,957,1:42:11,00:12:17,6:18:18,00:12:06,4:50:07,13:14:59,M,45-49

Mark Farrell,958,1:30:54,00:17:18,6:20:41,00:12:18,4:53:56,13:15:07,M,55-59

Brendan LaFrenier,959,1:13:01,00:10:25,6:17:25,00:13:39,5:21:11,13:15:41,M,18-24

Dustin Weaver,960,1:21:36,00:08:53,6:29:03,00:10:47,5:05:31,13:15:51,M,40-44

Victor Torres,961,1:44:35,00:09:17,6:50:23,00:09:12,4:22:37,13:16:04,M,55-59

Sarah White,962,1:18:56,00:10:53,6:37:57,00:11:57,4:56:24,13:16:07,F,25-29

Olivier Lagace,963,1:14:40,00:09:34,5:49:15,00:11:05,5:51:41,13:16:15,M,25-29

Dennis Avendano,964,1:17:55,00:06:25,5:50:34,00:08:03,5:53:17,13:16:15,M,50-54

Audrey Gaither,965,1:06:53,00:10:40,6:42:39,00:09:50,5:06:34,13:16:36,F,18-24

Robin Ringenary,966,1:25:46,00:06:47,6:14:29,00:11:00,5:18:49,13:16:50,F,55-59

Sandra Romero,967,1:35:35,00:09:26,6:36:13,00:07:14,4:49:02,13:17:30,F,50-54

Joseph Pace,968,1:19:48,00:05:54,6:31:11,00:07:39,5:13:41,13:18:14,M,55-59

Marat Kadyrbayev,969,1:41:36,00:07:50,6:04:39,00:10:07,5:14:20,13:18:32,M,45-49

Victor Robles,970,1:42:17,00:09:05,6:17:21,00:10:38,4:59:32,13:18:52,M,50-54

Markus Hummel,971,1:30:13,00:10:54,6:08:15,00:11:38,5:18:05,13:19:05,M,50-54

Rebecca Wied,972,1:23:35,00:15:07,6:57:04,00:12:18,4:31:22,13:19:26,F,18-24

Hallye Fogtman,973,1:23:32,00:10:23,6:45:46,00:12:15,4:47:44,13:19:41,F,25-29

John Hall,974,1:24:37,00:12:18,5:52:55,00:12:12,5:38:03,13:20:06,M,50-54

Marty Smith,975,1:15:33,00:09:50,6:46:24,00:07:11,5:01:35,13:20:33,F,65-69

Rubén Carrera,976,1:36:53,00:07:29,6:11:36,00:06:33,5:18:16,13:20:48,M,35-39

Libby Whelan,977,1:16:04,00:07:23,5:59:18,00:10:09,5:48:04,13:20:59,F,60-64

Geoffrey Ferrie,978,1:19:02,00:17:46,6:31:34,00:16:04,4:56:34,13:21:00,M,30-34

Dawes Marlatt,979,1:42:48,00:10:54,6:12:46,00:16:38,4:58:02,13:21:07,M,50-54

Ginny Crumley,980,1:31:55,00:11:43,6:34:07,00:10:20,4:53:06,13:21:11,F,65-69

Michael Singletary,981,1:16:18,00:09:38,5:48:42,00:11:31,5:55:01,13:21:11,M,50-54

Joyce Forier,982,1:23:13,00:11:06,7:13:22,00:10:34,4:23:01,13:21:16,F,45-49

Takahiko Itoh,983,1:29:22,00:12:12,7:01:34,00:13:07,4:25:09,13:21:24,M,50-54

Nick Kubala,984,1:16:52,00:09:02,6:25:44,00:10:28,5:19:32,13:21:37,M,30-34

Omar Flores,985,1:21:15,00:06:26,6:38:29,00:10:45,5:04:56,13:21:51,M,45-49

Daniel Cortez,986,1:23:53,00:11:19,6:54:16,00:11:52,4:40:37,13:21:57,M,35-39

Jessica Currat,987,1:12:45,00:09:08,6:48:43,00:08:32,5:03:03,13:22:11,F,35-39

Anders Mouritsen,988,1:19:44,00:11:36,6:29:08,00:12:05,5:09:40,13:22:13,M,18-24

Nicholas Goree,989,1:24:19,00:14:17,6:11:52,00:12:50,5:19:09,13:22:27,M,35-39

Jeannette Lebouille,990,1:19:35,00:08:32,6:38:42,00:13:44,5:01:54,13:22:27,F,50-54

James Morris,991,1:25:46,00:09:23,6:08:36,00:09:07,5:29:43,13:22:34,M,40-44

John Bennudriti Iii,992,1:36:42,00:06:58,6:13:18,00:09:23,5:16:18,13:22:39,M,55-59

Kyle Fritsch,993,1:22:41,00:09:49,6:31:28,00:08:56,5:10:18,13:23:12,M,55-59

Mary Tanner,994,1:23:56,00:07:48,6:12:47,00:11:36,5:27:08,13:23:16,F,50-54

Derricca Krutsinger,995,1:31:05,00:07:13,7:11:49,00:07:09,4:26:12,13:23:27,F,40-44

Alexandra Bade,996,1:13:36,00:06:20,5:52:51,00:12:40,5:58:18,13:23:44,F,45-49

Mathew Montiel,997,1:25:27,00:09:07,6:37:35,00:10:11,5:01:51,13:24:11,M,18-24

Angela Ferguson,998,1:09:12,00:10:28,6:06:24,00:11:02,5:47:10,13:24:15,F,50-54

Diego Chaves,999,1:33:06,00:11:47,6:48:19,00:11:08,4:40:21,13:24:42,M,40-44

Nathan Whittacre,"1,000",1:19:12,00:12:37,6:26:19,00:10:39,5:15:56,13:24:43,M,45-49

Charles Rooney,"1,001",1:38:13,00:11:51,6:25:05,00:11:07,4:58:36,13:24:52,M,18-24

Noel Dickens,"1,002",1:15:09,00:11:24,6:18:08,00:13:06,5:27:14,13:25:00,M,40-44

Pamela Rene Guevara Neri,"1,003",1:41:11,00:10:37,6:16:35,00:13:39,5:03:11,13:25:12,F,35-39

Finbarr Maguire,"1,004",1:37:23,00:09:12,6:57:05,00:09:06,4:32:58,13:25:43,M,25-29

Stephen Case,"1,005",1:33:20,00:17:23,6:58:18,00:12:13,4:24:38,13:25:52,M,30-34

Catherine Branch,"1,006",1:13:03,00:06:05,5:55:37,00:07:55,6:03:22,13:26:02,F,45-49

Craig Wright,"1,007",1:26:36,00:13:07,6:26:38,00:14:28,5:05:17,13:26:06,M,40-44

Nicholas Rana,"1,008",1:27:50,00:16:00,6:32:00,00:10:40,4:59:42,13:26:13,M,30-34

Karen Blamick,"1,009",1:18:40,00:06:09,6:28:44,00:11:44,5:21:09,13:26:25,F,60-64

Daniel Monahan,"1,010",1:04:57,00:13:43,6:16:46,00:12:53,5:38:20,13:26:40,M,50-54

Theodore Kretschmer,"1,011",1:27:44,00:12:34,5:53:30,00:13:33,5:39:46,13:27:07,M,35-39

Bryan Hamel,"1,012",1:27:10,00:13:37,6:20:57,00:11:18,5:14:06,13:27:08,M,40-44

Jared Graening,"1,013",1:20:47,00:09:15,6:01:24,00:12:21,5:43:39,13:27:27,M,55-59

Kento Anjima,"1,014",1:08:50,00:10:46,6:49:34,00:15:40,5:02:40,13:27:31,M,30-34

Kai Hartman,"1,015",1:40:34,00:10:12,7:01:31,00:08:56,4:26:22,13:27:34,M,18-24

Sergio Martinez Avila,"1,016",1:47:08,00:07:37,5:38:26,00:09:15,5:45:25,13:27:51,M,25-29

Jose Alberto Vasquez,"1,017",1:32:42,00:11:56,6:41:59,00:10:07,4:51:07,13:27:51,M,25-29

Jillian Paxton,"1,018",1:08:17,00:05:44,6:35:12,00:09:12,5:29:29,13:27:55,F,35-39

Steve Kimball,"1,019",1:19:43,00:06:26,6:06:42,00:09:13,5:46:22,13:28:27,M,55-59

Leo De Nigris,"1,020",1:27:16,00:12:43,6:24:05,00:08:35,5:15:51,13:28:29,M,55-59

Mike Atkinson,"1,021",1:16:29,00:10:27,5:44:48,00:12:51,6:03:57,13:28:33,M,45-49

Miki York,"1,022",1:23:02,00:10:09,6:48:45,00:10:07,4:56:42,13:28:45,F,45-49

Josh Patton,"1,023",1:38:32,00:10:43,6:22:30,00:10:37,5:06:39,13:29:02,M,35-39

Bob Gleason,"1,024",1:19:26,00:08:43,5:55:41,00:07:48,5:57:32,13:29:10,M,60-64

Vicki Griffin,"1,025",1:37:35,00:10:37,6:35:04,00:08:52,4:57:02,13:29:10,F,55-59

Jessica Pelayo,"1,026",1:13:54,00:05:43,6:00:34,00:05:02,6:03:56,13:29:11,F,30-34

Charlene Brown,"1,027",1:23:43,00:09:40,6:59:22,00:08:47,4:47:54,13:29:25,F,45-49

